"X","ID","type","WP..RTK.GPS.","latitude","longitude","Atltitude..m.","date..GPS.","time..GPS.","Environ","Sp01","Sp02","Sp03","Sp04","Sp04_la","bolaerne.blue","bolaerne.green.","bolaerne.nir","bolaerne.red.","bolaerne.red.edge","IDpoint",".id","blue","green","nir","red","rededge","V1"
28,81,"RTK",NA,59.19681434,10.57195939,1.12,"28/08/2019","17:44:05","terrestrial ","no veg ","rock","rock","rock","rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,28,28,0.0451898723840714,0.224528163671494,0.582903504371643,0.186224892735481,0.160005837678909,NA
28,81,"RTK",NA,59.19681434,10.57195939,1.12,"28/08/2019","17:44:05","terrestrial ","no veg ","rock","rock","rock","rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,28,28,0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,NA
28,81,"RTK",NA,59.19681434,10.57195939,1.12,"28/08/2019","17:44:05","terrestrial ","no veg ","rock","rock","rock","rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,28,28,0.0481303296983242,0.221454605460167,0.563857972621918,0.185786068439484,0.466224849224091,NA
28,81,"RTK",NA,59.19681434,10.57195939,1.12,"28/08/2019","17:44:05","terrestrial ","no veg ","rock","rock","rock","rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,28,28,0.0508014820516109,0.217831328511238,0.552604019641876,0.179498955607414,0.474959880113602,NA
28,81,"RTK",NA,59.19681434,10.57195939,1.12,"28/08/2019","17:44:05","terrestrial ","no veg ","rock","rock","rock","rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055,28,28,0.0501712895929813,0.222726061940193,0.56074994802475,0.181460872292519,0.46854367852211,NA
29,82,"RTK",NA,59.19656631,10.5719321,-0.246,"28/08/2019","17:45:51","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778,29,29,0.0731518194079399,0.122846513986588,0.131663486361504,0.124079838395119,0.150662750005722,NA
29,82,"RTK",NA,59.19656631,10.5719321,-0.246,"28/08/2019","17:45:51","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778,29,29,0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778,NA
29,82,"RTK",NA,59.19656631,10.5719321,-0.246,"28/08/2019","17:45:51","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778,29,29,0.0943820551037788,0.136661142110825,0.123342096805573,0.124478608369827,0.165171429514885,NA
29,82,"RTK",NA,59.19656631,10.5719321,-0.246,"28/08/2019","17:45:51","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778,29,29,0.115564860403538,0.151526242494583,0.125378385186195,0.133577525615692,0.176375105977058,NA
30,83,"RTK",NA,59.19713594,10.5714139,-0.168,"28/08/2019","17:49:16","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314,30,30,0.0496616065502167,0.0858823657035828,0.143382921814919,0.0555263459682465,0.153411939740181,NA
30,83,"RTK",NA,59.19713594,10.5714139,-0.168,"28/08/2019","17:49:16","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314,30,30,0.0507161505520344,0.0859695076942444,0.144884333014488,0.056660383939743,0.135450944304466,NA
30,83,"RTK",NA,59.19713594,10.5714139,-0.168,"28/08/2019","17:49:16","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314,30,30,0.0505395755171776,0.0867464244365692,0.143842607736588,0.0542515106499195,0.165327727794647,NA
30,83,"RTK",NA,59.19713594,10.5714139,-0.168,"28/08/2019","17:49:16","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314,30,30,0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314,NA
31,84,"RTK",NA,59.19729607,10.57132887,-0.371,"28/08/2019","17:57:03","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874,31,31,0.0562373399734497,0.0759299546480179,0.219780325889587,0.0544673800468445,0.176422715187073,NA
31,84,"RTK",NA,59.19729607,10.57132887,-0.371,"28/08/2019","17:57:03","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874,31,31,0.051180325448513,0.0637883022427559,0.175650790333748,0.050217691808939,0.153669267892838,NA
31,84,"RTK",NA,59.19729607,10.57132887,-0.371,"28/08/2019","17:57:03","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874,31,31,0.0537079274654388,0.0737577304244041,0.198604121804237,0.0529983825981617,0.170986026525497,NA
31,84,"RTK",NA,59.19729607,10.57132887,-0.371,"28/08/2019","17:57:03","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874,31,31,0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874,NA
32,85,"RTK",NA,59.19761369,10.57114052,-0.266,"28/08/2019","17:59:55","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,32,32,0.0426807850599289,0.0765616819262505,0.320922493934631,0.0434673689305782,0.225386336445808,NA
32,85,"RTK",NA,59.19761369,10.57114052,-0.266,"28/08/2019","17:59:55","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,32,32,0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,NA
32,85,"RTK",NA,59.19761369,10.57114052,-0.266,"28/08/2019","17:59:55","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,32,32,0.0502692461013794,0.067468523979187,0.185445204377174,0.0529579930007458,0.152423828840256,NA
32,85,"RTK",NA,59.19761369,10.57114052,-0.266,"28/08/2019","17:59:55","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,32,32,0.0458900630474091,0.0766075477004051,0.298737734556198,0.0463119931519032,0.221373200416565,NA
32,85,"RTK",NA,59.19761369,10.57114052,-0.266,"28/08/2019","17:59:55","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841,32,32,0.0477766022086143,0.0738634690642357,0.262347370386124,0.0476062446832657,0.194440439343452,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.0481196269392967,0.0733728110790253,0.125308349728584,0.0509649105370045,0.112560942769051,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.0440557636320591,0.0604241527616978,0.110589392483234,0.0487765595316887,0.0860532894730568,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.047361683100462,0.068316638469696,0.113908618688583,0.0513024628162384,0.0964798107743263,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.0508093163371086,0.0955990850925446,0.141235634684563,0.054830901324749,0.147692888975143,NA
33,86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116,33,33,0.0513239987194538,0.075385607779026,0.117783099412918,0.0533281378448009,0.107858374714851,NA
34,87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,34,34,0.0650829151272774,0.0928284004330635,0.335560590028763,0.0660490170121193,0.221862375736237,NA
34,87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,34,34,0.06403598934412,0.0972700268030167,0.396420121192932,0.0620702505111694,0.253087818622589,NA
34,87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,34,34,0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,NA
34,87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,34,34,0.0784380063414574,0.107951194047928,0.406778752803802,0.0711865872144699,0.261354982852936,NA
34,87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038,34,34,0.0653339475393295,0.097503662109375,0.351083338260651,0.0665069669485092,0.228424921631813,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.0959416702389717,0.132711082696915,0.165695071220398,0.151060000061989,0.157161742448807,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.0996580719947815,0.130576640367508,0.169256791472435,0.154867127537727,0.157678529620171,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.106162436306477,0.139867499470711,0.173767060041428,0.159482225775719,0.163968592882156,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.100603610277176,0.127731472253799,0.164952859282494,0.149722367525101,0.154326185584068,NA
35,88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878,35,35,0.0996088832616806,0.12628336250782,0.164370536804199,0.151615917682648,0.158428475260735,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0904540196061134,0.116283379495144,0.151264429092407,0.135663256049156,0.136120453476906,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0872197598218918,0.109043926000595,0.146009385585785,0.132577493786812,0.130668595433235,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0848305448889732,0.106719791889191,0.145082056522369,0.129532650113106,0.132090538740158,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0877400860190392,0.113145247101784,0.143656745553017,0.135143354535103,0.136283308267593,NA
36,89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208,36,36,0.0855280235409737,0.110250137746334,0.141040548682213,0.128760978579521,0.132534876465797,NA
37,90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,37,37,0.0926765352487564,0.122321911156178,0.156126692891121,0.143669694662094,0.142812848091125,NA
37,90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,37,37,0.0935815498232841,0.121934093534946,0.153746053576469,0.141056090593338,0.147394344210625,NA
37,90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,37,37,0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,NA
37,90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,37,37,0.0992270931601524,0.128657773137093,0.157228201627731,0.148438051342964,0.148591414093971,NA
37,90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619,37,37,0.0970181450247765,0.126520082354546,0.159250065684319,0.144016474485397,0.148545727133751,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.0699056759476662,0.0865709111094475,0.116983890533447,0.0986863672733307,0.102160751819611,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.066446915268898,0.0853267163038254,0.113852880895138,0.0992888435721397,0.107733376324177,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.0699402242898941,0.0875854790210724,0.115199431777,0.100065849721432,0.100409924983978,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.0667487978935242,0.0844614952802658,0.112005516886711,0.0987855941057205,0.101734645664692,NA
38,91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063,38,38,0.0666927620768547,0.0862859189510345,0.115034647285938,0.099298007786274,0.100811772048473,NA
39,92,"RTK",NA,59.20046112,10.56960411,-0.018,"28/08/2019","18:19:45","below water","no veg ","sand","sand","sand","sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618,39,39,0.0598157793283463,0.0772582590579987,0.108922965824604,0.0963306128978729,0.0973498150706291,NA
39,92,"RTK",NA,59.20046112,10.56960411,-0.018,"28/08/2019","18:19:45","below water","no veg ","sand","sand","sand","sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618,39,39,0.061003390699625,0.0819903239607811,0.116535738110542,0.0985714942216873,0.1006990224123,NA
39,92,"RTK",NA,59.20046112,10.56960411,-0.018,"28/08/2019","18:19:45","below water","no veg ","sand","sand","sand","sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618,39,39,0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618,NA
39,92,"RTK",NA,59.20046112,10.56960411,-0.018,"28/08/2019","18:19:45","below water","no veg ","sand","sand","sand","sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618,39,39,0.0624989345669746,0.0845512971282005,0.120017163455486,0.101385436952114,0.109476804733276,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0577209256589413,0.0737850591540337,0.112451493740082,0.0879386514425278,0.0954548269510269,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0580559074878693,0.0773575380444527,0.115753427147865,0.0928084328770638,0.0993649736046791,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0585095770657063,0.075239934027195,0.107963033020496,0.0901496335864067,0.0951679572463036,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0570609644055367,0.0767123997211456,0.109743364155293,0.0884946957230568,0.0940075218677521,NA
40,93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299,40,40,0.0607425644993782,0.080091804265976,0.11394127458334,0.0945818051695824,0.103284999728203,NA
41,94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,41,41,0.0470567941665649,0.103510312736034,0.424949795007706,0.0700875148177147,0.226919129490852,NA
41,94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,41,41,0.0480107441544533,0.107749186456203,0.414173930883408,0.0711544007062912,0.23046749830246,NA
41,94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,41,41,0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,NA
41,94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,41,41,0.0490921884775162,0.103395760059357,0.398262441158295,0.0721228569746017,0.220706015825272,NA
41,94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404,41,41,0.045985322445631,0.0999261885881424,0.409464985132217,0.0652000233530998,0.222140312194824,NA
42,95,"RTK",NA,59.20088886,10.56930948,1.611,"28/08/2019","18:25:56","terrestrial ","veg","grass","grass","grass","grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057,42,42,0.0379534028470516,0.0920805111527443,0.378211319446564,0.0533542819321156,0.206982836127281,NA
42,95,"RTK",NA,59.20088886,10.56930948,1.611,"28/08/2019","18:25:56","terrestrial ","veg","grass","grass","grass","grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057,42,42,0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057,NA
42,95,"RTK",NA,59.20088886,10.56930948,1.611,"28/08/2019","18:25:56","terrestrial ","veg","grass","grass","grass","grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057,42,42,0.0385262295603752,0.0908596888184547,0.355077564716339,0.0560370273888111,0.199362367391586,NA
42,95,"RTK",NA,59.20088886,10.56930948,1.611,"28/08/2019","18:25:56","terrestrial ","veg","grass","grass","grass","grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057,42,42,0.03813636302948,0.0938570648431778,0.369123876094818,0.0573014877736568,0.203568264842033,NA
43,96,"RTK",NA,59.2009418,10.56932552,1.727,"28/08/2019","18:26:48","terrestrial ","veg","grass","grass","grass","grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742,43,43,0.034932479262352,0.089899830520153,0.373744994401932,0.0507338643074036,0.197992101311684,NA
43,96,"RTK",NA,59.2009418,10.56932552,1.727,"28/08/2019","18:26:48","terrestrial ","veg","grass","grass","grass","grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742,43,43,0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742,NA
43,96,"RTK",NA,59.2009418,10.56932552,1.727,"28/08/2019","18:26:48","terrestrial ","veg","grass","grass","grass","grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742,43,43,0.0369691029191017,0.0895184278488159,0.382052481174469,0.050750907510519,0.201460957527161,NA
43,96,"RTK",NA,59.2009418,10.56932552,1.727,"28/08/2019","18:26:48","terrestrial ","veg","grass","grass","grass","grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742,43,43,0.0345542505383492,0.0852465555071831,0.385258734226227,0.0464053563773632,0.20090688765049,NA
44,97,"RTK",NA,59.20126007,10.56957517,-0.51,"28/08/2019","18:32:06","below water","no veg ","sand","sand","sand","sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042,44,44,0.0498500764369965,0.0674805119633675,0.0535890944302082,0.0546811707317829,0.0567339360713959,NA
44,97,"RTK",NA,59.20126007,10.56957517,-0.51,"28/08/2019","18:32:06","below water","no veg ","sand","sand","sand","sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042,44,44,0.0518924705684185,0.0678586438298225,0.0551728904247284,0.0543674007058144,0.0559641905128956,NA
44,97,"RTK",NA,59.20126007,10.56957517,-0.51,"28/08/2019","18:32:06","below water","no veg ","sand","sand","sand","sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042,44,44,0.0508765839040279,0.067550964653492,0.0543641783297062,0.0572462230920792,0.0525576025247574,NA
44,97,"RTK",NA,59.20126007,10.56957517,-0.51,"28/08/2019","18:32:06","below water","no veg ","sand","sand","sand","sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042,44,44,0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042,NA
45,98,"RTK",NA,59.20127225,10.56944212,-0.559,"28/08/2019","18:33:07","below water","no veg ","sand","sand","sand","sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639,45,45,0.05122160166502,0.0664164572954178,0.0523893907666206,0.0524817891418934,0.0509029552340508,NA
45,98,"RTK",NA,59.20127225,10.56944212,-0.559,"28/08/2019","18:33:07","below water","no veg ","sand","sand","sand","sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639,45,45,0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639,NA
45,98,"RTK",NA,59.20127225,10.56944212,-0.559,"28/08/2019","18:33:07","below water","no veg ","sand","sand","sand","sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639,45,45,0.0516028925776482,0.0667698532342911,0.053631167858839,0.0519358925521374,0.0539128817617893,NA
45,98,"RTK",NA,59.20127225,10.56944212,-0.559,"28/08/2019","18:33:07","below water","no veg ","sand","sand","sand","sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639,45,45,0.0510695464909077,0.0663041695952415,0.0527377836406231,0.0543235391378403,0.0530092976987362,NA
